ID,Size (KB),Title,Authors,Author Birth Years,Languages,LCC Subjects
pg8938,892,"Zenobia; or, the Fall of Palmyra","Ware, William",1797,en,PS
pg893,1193,History of the Decline and Fall of the Roman Empire — Volume 4,"Gibbon, Edward",1737,en,DG
pg8940,565,An Essay on the Evils of Popular Ignorance,"Foster, John",1770,en,LC
pg8942,555,The Last Hope,"Merriman, Henry Seton",1862,en,PR
pg8943,336,"Adela Cathcart, Volume 3","MacDonald, George",1824,en,PR
pg8945,701,"The Life of Cicero, Volume One","Trollope, Anthony",1815,en,DG
pg8948,71,"Poems on Serious and Sacred Subjects
Printed only as Private Tokens of Regard, for the Particular Friends of the Author","Hayley, William",1745,en,PR
pg894,1082,History of the Decline and Fall of the Roman Empire — Volume 5,"Gibbon, Edward",1737,en,DG
pg8953,56,"The Norsk Nightingale; Being the Lyrics of a ""Lumberyack""","Kirk, William Frederick",1877,en,PS
pg8954,842,Lady Audley's Secret,"Braddon, M. E. (Mary Elizabeth)",1835,en,PR
pg8955,142,Far Above Rubies,"MacDonald, George",1824,en,PR
pg8956,622,"The Literary Remains of Samuel Taylor Coleridge, Volume 3","Coleridge, Samuel Taylor",1772,en,PR
pg8957,524,"The Life of Samuel Taylor Coleridge
1838","Gillman, James",1782,en,PR
pg895,1421,History of the Decline and Fall of the Roman Empire — Volume 6,"Gibbon, Edward",1737,en,DG
pg896,72,"The Jubilee of the Constitution
Delivered at New York, April 30, 1839, Before the New York Historical Society","Adams, John Quincy",1767,en,E300 JK
pg8992,122,The Blockade Runners,"Verne, Jules",1828,en,PQ
pg8994,286,What Katy Did,"Coolidge, Susan",1835,en,PZ
pg8995,327,What Katy Did Next,"Coolidge, Susan",1835,en,PZ
pg8996,274,Practical Suggestions for Mother and Housewife,"Miller, Marion Mills",1864,en,TX
pg8998,1393,"Paris as It Was and as It Is
A Sketch Of The French Capital, Illustrative Of The Effects Of The Revolution","Blagdon, Francis William",1778,en,DC
pg8,23,Abraham Lincoln's Second Inaugural Address,"Lincoln, Abraham",1809,en,E456
pg900,0,History of the Decline and Fall of the Roman Empire — Volume 3 — Folio format,"Gibbon, Edward",1737,en,DG
pg901,183,The Jew of Malta,"Marlowe, Christopher",1564,en,PR
pg9043,84,May Day with the Muses,"Bloomfield, Robert",1766,en,PR
pg9047,95,The Banks of Wye: A Poem,"Bloomfield, Robert",1766,en,PR
pg9048,112,"Ballads, Founded on Anecdotes Relating to Animals","Hayley, William",1745,en,PR
pg9051,565,Sanine,"Artsybashev, M. (Mikhail)",1878,en,PG
pg9052,915,The Golden Calf,"Braddon, M. E. (Mary Elizabeth)",1835,en,PR
pg9054,414,The Young Woman's Guide,"Alcott, William A. (William Andrus)",1798,en,HQ BJ
pg9055,56,Bad Medicine,"Sheckley, Robert",1928,en,PS
pg9057,937,"Unspoken Sermons, Series I., II., and III.","MacDonald, George",1824,en,BV
pg9060,481,"The Public Orations of Demosthenes, volume 1",Demosthenes,-384,en,PA
pg9061,386,"The Public Orations of Demosthenes, volume 2",Demosthenes,-384,en,PA
pg9063,141,The Penance of Magdalena and Other Tales of the California Missions,"Chase, J. Smeaton (Joseph Smeaton)",1864,en,PS
pg9067,495,Robert Browning: How to Know Him,"Phelps, William Lyon",1865,en,PR
pg9068,127,Apu Ollantay: A Drama of the Time of the Incas,"Markham, Clements R. (Clements Robert), Sir",1830,en,PM
pg9069,604,Saint Augustin,"Bertrand, Louis",1866,en,BR
pg906,61,Abraham Lincoln,"Lowell, James Russell",1819,en,E456
pg9070,130,The Imaginary Invalid,Molière,1622,en,PQ
pg9072,1300,"Life of Johnson, Volume 2
1765-1776","Boswell, James",1740,en,PR
pg9074,392,Stories from Thucydides,Thucydides,-460,en,PA
pg9075,360,Rico and Wiseli,"Spyri, Johanna",1827,en,PZ
pg9077,116,"The Tragicall Historie of Hamlet, Prince of Denmarke
The First ('Bad') Quarto","Shakespeare, William",1564,en,PR
pg9078,668,"Sanders' Union Fourth Reader
Embracing a Full Exposition of the Principles of Rhetorical Reading; with Numerous Exercises for Practice, Both in Prose and Poetry, Various in Style, and Carefully Adapted to the Purposes of Teaching in Schools of Every Grade","Sanders, Charles W. (Charles Walton)",1805,en,PE
pg9080,108,The Children's Own Longfellow,"Longfellow, Henry Wadsworth",1807,en,PZ
pg9087,846,Eleanor,"Ward, Humphry, Mrs.",1851,en,PR
pg9089,209,Handel,"Dent, Edward J. (Edward Joseph)",1876,en,ML
pg908,244,Treatise on Parents and Children,"Shaw, Bernard",1856,en,HQ
pg9090,426,Germania and Agricola,"Tacitus, Cornelius",56,la en,PA
pg9092,164,The Farmer's Boy: A Rural Poem,"Bloomfield, Robert",1766,en,PR
pg9093,92,"Rural Tales, Ballads, and Songs","Bloomfield, Robert",1766,en,PR
pg9094,100,"Wild Flowers; or, Pastoral and Local Poetry","Bloomfield, Robert",1766,en,PR
pg9095,575,"The Life and Letters of Maria Edgeworth, Volume 2","Edgeworth, Maria",1767,en,PR
pg9096,895,Weighed and Wanting,"MacDonald, George",1824,en,PR
pg9097,268,"Robert's Rules of Order
Pocket Manual of Rules of Order for Deliberative Assemblies","Robert, Henry M. (Henry Martyn)",1837,en,JF
pg9098,648,"Tacitus and Bracciolini
The Annals Forged in the XVth Century","Ross, John Wilson",1818,en,PA
pg90,541,The Son of Tarzan,"Burroughs, Edgar Rice",1875,en,PZ PS
pg9101,467,"Domestic Cookery, Useful Receipts, and Hints to Young Housekeepers","Lea, Elizabeth E. (Elizabeth Ellicott)",1793,en,TX
pg9102,1069,Run to Earth: A Novel,"Braddon, M. E. (Mary Elizabeth)",1835,en,PR
pg9103,307,Miracles of Our Lord,"MacDonald, George",1824,en,BT
pg9104,963,"The Naval War of 1812
Or the History of the United States Navy during the Last War with Great Britain to Which Is Appended an Account of the Battle of New Orleans","Roosevelt, Theodore",1858,en,E300
pg9105,226,Reflections; or Sentences and Moral Maxims,"La Rochefoucauld, François duc de",1613,en,PQ
pg9106,693,"The Elson Readers, Book 5","Elson, William H. (William Harris)",1856,en,PE
pg910,417,White Fang,"London, Jack",1876,en,PS
pg9111,517,The Bride of Dreams,"Eeden, Frederik van",1860,en,PT
pg9149,703,The Gray Dawn,"White, Stewart Edward",1873,en,PS
pg9150,610,"Dick Sands, the Boy Captain","Verne, Jules",1828,en,PQ
pg9152,293,Imogen: A Pastoral Romance,"Godwin, William",1756,en,PR
pg9155,414,Heather and Snow,"MacDonald, George",1824,en,PR
pg9156,378,"Life and Remains of John Clare, The ""Northamptonshire Peasant Poet""","Clare, John",1793,en,PR
pg915,781,Library Work with Children,"Hazeltine, Alice Isabel",1878,en,Z
pg9162,346,Becket and other plays,"Tennyson, Alfred Tennyson, Baron",1809,en,PR
pg9164,262,"The Three Cities Trilogy: Paris, Volume 1","Zola, Émile",1840,en,PQ
pg9165,230,"The Three Cities Trilogy: Paris, Volume 2","Zola, Émile",1840,en,PQ
pg9166,254,"The Three Cities Trilogy: Paris, Volume 3","Zola, Émile",1840,en,PQ
pg9167,241,"The Three Cities Trilogy: Paris, Volume 4","Zola, Émile",1840,en,PQ
pg9168,265,"The Three Cities Trilogy: Paris, Volume 5","Zola, Émile",1840,en,PQ
pg9171,230,Slavery Ordained of God,"Ross, F. A. (Frederick Augustus)",1796,en,E300
pg9173,761,"Youth: Its Education, Regimen, and Hygiene","Hall, G. Stanley (Granville Stanley)",1844,en,LB
pg9175,231,"The Art of Poetry: an Epistle to the Pisos
Q. Horatii Flacci Epistola Ad Pisones, De Arte Poetica.",Horace,-65,la en,PA
pg9176,344,"Queen Mary; and, Harold","Tennyson, Alfred Tennyson, Baron",1809,en,PR
pg9180,1208,"Life of Johnson, Volume 3
1776-1780","Boswell, James",1740,en,PR
pg9182,1111,Villette,"Brontë, Charlotte",1816,en,PR
pg9184,807,The Spirit of St. Francis de Sales,"Camus, Jean-Pierre",1584,en,BX
pg9188,144,Aboriginal American Authors,"Brinton, Daniel G. (Daniel Garrison)",1837,en,PM
pg9189,887,Henry Dunbar: A Novel,"Braddon, M. E. (Mary Elizabeth)",1835,en,PR
pg9191,455,"Stephen Archer, and Other Tales","MacDonald, George",1824,en,PR
pg9193,46,The Angel of Lonesome Hill; A Story of a President,"Landis, Frederick",1872,en,PS
pg9194,531,The Second Deluge,"Serviss, Garrett Putman",1851,en,PS
pg9196,395,"The Clockmaker; Or, the Sayings and Doings of Samuel Slick, of Slickville","Haliburton, Thomas Chandler",1796,en,PS
pg9197,454,English Villages,"Ditchfield, P. H. (Peter Hampson)",1854,en,DA
pg9198,236,The Complete Angler 1653,"Walton, Izaak",1593,en,SH
pg9199,120,"Monism as Connecting Religion and Science
A Man of Science","Haeckel, Ernst",1834,en,B
pg919,100,Ethics — Part 1,"Spinoza, Benedictus de",1632,en,B
pg9201,33,"Sunday at Home (From ""Twice Told Tales"")","Hawthorne, Nathaniel",1804,en,PS
pg9202,36,"Little Annie's Ramble (From ""Twice Told Tales"")","Hawthorne, Nathaniel",1804,en,PS
pg9203,33,A Rill from the Town Pump,"Hawthorne, Nathaniel",1804,en,PS
pg9205,33,"Sights from a Steeple (From ""Twice Told Tales"")","Hawthorne, Nathaniel",1804,en,PS
pg9206,32,"The Toll Gatherer's Day (From ""Twice Told Tales"")","Hawthorne, Nathaniel",1804,en,PS
pg9207,30,"The Vision of the Fountain (From ""Twice Told Tales"")","Hawthorne, Nathaniel",1804,en,PS
pg9208,32,"Fancy's Show-Box (From ""Twice Told Tales"")","Hawthorne, Nathaniel",1804,en,PS
pg9209,29,"The Haunted Mind (From ""Twice Told Tales"")","Hawthorne, Nathaniel",1804,en,PS
pg920,121,Ethics — Part 2,"Spinoza, Benedictus de",1632,en,B
pg9210,45,"The Village Uncle (From ""Twice Told Tales"")","Hawthorne, Nathaniel",1804,en,PS
pg9212,31,"Snow Flakes (From ""Twice Told Tales"")","Hawthorne, Nathaniel",1804,en,PS
pg9216,32,"Beneath an Umbrella (From ""Twice Told Tales"")","Hawthorne, Nathaniel",1804,en,PS
pg9218,42,"Footprints on the Sea-Shore (From ""Twice Told Tales"")","Hawthorne, Nathaniel",1804,en,PS
pg9219,35,"Edward Fane's Rosebud (From ""Twice Told Tales"")","Hawthorne, Nathaniel",1804,en,PS
pg921,112,De Profundis,"Wilde, Oscar",1854,en,PR
pg9221,81,"The Old Manse (From ""Mosses from an Old Manse"")","Hawthorne, Nathaniel",1804,en,PS
pg9223,37,"Fire Worship (From ""Mosses from an Old Manse"")","Hawthorne, Nathaniel",1804,en,PS
pg9224,39,"Buds and Bird Voices (From ""Mosses from an Old Manse"")","Hawthorne, Nathaniel",1804,en,PS
pg9225,43,"Monsieur du Miroir (From ""Mosses from an Old Manse"")","Hawthorne, Nathaniel",1804,en,PS
pg9230,57,"P.'s Correspondence (From ""Mosses from an Old Manse"")","Hawthorne, Nathaniel",1804,en,PS
pg9233,51,"Sketches from Memory (From ""Mosses from an Old Manse"")","Hawthorne, Nathaniel",1804,en,PS
pg9234,34,"The Old Apple Dealer (From ""Mosses from an Old Manse"")","Hawthorne, Nathaniel",1804,en,PS
pg9237,34,A Bell's Biography,"Hawthorne, Nathaniel",1804,en,PS
pg9239,75,"Old News
(From: ""The Snow Image and Other Twice-Told Tales"")","Hawthorne, Nathaniel",1804,en,PS
pg923,380,A Sketch of the Life of Brig. Gen. Francis Marion and a History of His Brigade,"James, William Dobein",1764,en,E201
pg9242,30,"Old Ticonderoga, a Picture of the Past
(From: ""The Snow Image and Other Twice-Told Tales"")","Hawthorne, Nathaniel",1804,en,PS
pg9245,116,"Biographical Sketches
(From: ""Fanshawe and Other Pieces"")","Hawthorne, Nathaniel",1804,en,F001
pg9246,32,"Sketches from Memory
(From: ""The Doliver Romance and Other Pieces: Tales and Sketches"")","Hawthorne, Nathaniel",1804,en,PS
pg9249,37,"Dr. Bullivant
(From: ""The Doliver Romance and Other Pieces: Tales and Sketches"")","Hawthorne, Nathaniel",1804,en,PS
pg9250,54,A Book of Autographs,"Hawthorne, Nathaniel",1804,en,PS
pg9252,36,"Time's Portraiture
(From: ""The Doliver Romance and Other Pieces: Tales and Sketches"")","Hawthorne, Nathaniel",1804,en,PS
pg9253,26,"""Browne's Folly""
(From: ""The Doliver Romance and Other Pieces: Tales and Sketches"")","Hawthorne, Nathaniel",1804,en,PS
pg9259,864,Charlotte's Inheritance,"Braddon, M. E. (Mary Elizabeth)",1835,en,PR
pg926,912,"Ten Thousand Dreams Interpreted; Or, What's in a Dream
A Scientific and Practical Exposition","Miller, Gustavus Hindman",1857,en,BF
pg9294,1052,"The Exploring Expedition to the Rocky Mountains, Oregon and California
To which is Added a Description of the Physical Geography of California, with Recent Notices of the Gold Region from the Latest and Most Authentic Sources","Frémont, John Charles",1813,en,F590.3
pg9295,42,A Night Out,"Peple, Edward",1869,en,PS
pg9296,596,Clarissa Harlowe; or the history of a young lady — Volume 1,"Richardson, Samuel",1689,en,PR
pg9297,446,The Orange-Yellow Diamond,"Fletcher, J. S. (Joseph Smith)",1863,en,PR
pg9299,224,"Italian Letters, Vols. I and II
The History of the Count de St. Julian","Godwin, William",1756,en,PR
pg929,55,The Real Cyberpunk Fakebook,"Sirius, R. U.",1952,en,QA
pg92,390,Tarzan and the Jewels of Opar,"Burroughs, Edgar Rice",1875,en,PS
pg9303,710,Post-Augustan Poetry From Seneca to Juvenal,"Butler, Harold Edgeworth",1878,en,PA
pg9304,254,Initiation into Philosophy,"Faguet, Émile",1847,en,B
pg9306,617,Aesthetic as Science of Expression and General Linguistic,"Croce, Benedetto",1866,en,B BH
pg9309,330,"In a Steamer Chair, and Other Stories","Barr, Robert",1850,en,PR
pg9312,180,From Whose Bourne,"Barr, Robert",1850,en,PR
pg9313,177,Old Greek Folk Stories Told Anew,"Peabody, Josephine Preston",1874,en,PA
pg9314,497,The Calling of Dan Matthews,"Wright, Harold Bell",1872,en,PS
pg9315,41,A Doctor of the Old School — Volume 1,"Maclaren, Ian",1850,en,PR
pg9316,40,A Doctor of the Old School — Volume 2,"Maclaren, Ian",1850,en,PR
pg9317,40,A Doctor of the Old School — Volume 3,"Maclaren, Ian",1850,en,PR
pg9318,40,A Doctor of the Old School — Volume 4,"Maclaren, Ian",1850,en,PR
pg9319,41,A Doctor of the Old School — Volume 5,"Maclaren, Ian",1850,en,PR
pg931,130,The Bab Ballads,"Gilbert, W. S. (William Schwenck)",1836,en,PR
pg9322,209,The Nation in a Nutshell,"Towle, George M. (George Makepeace)",1841,en,E151
pg9323,63,Foliage: Various Poems,"Davies, W. H. (William Henry)",1871,en,PR
pg9329,265,The Widow O'Callaghan's Boys,"Zollinger, Gulielma",1856,en,PZ
pg932,61,The Fall of the House of Usher,"Poe, Edgar Allan",1809,en,PS
pg9330,96,The Biography of a Grizzly,"Seton, Ernest Thompson",1860,en,PZ
pg9333,139,"Johnny Bear, and Other Stories from Lives of the Hunted","Seton, Ernest Thompson",1860,en,PZ
pg933,145,More Bab Ballads,"Gilbert, W. S. (William Schwenck)",1836,en,PR
pg934,116,Songs of a Savoyard,"Gilbert, W. S. (William Schwenck)",1836,en,PR
pg9362,930,Birds of Prey,"Braddon, M. E. (Mary Elizabeth)",1835,en,PR
pg9364,1309,Life in Mexico,"Calderón de la Barca, Madame (Frances Erskine Inglis)",1804,en,F1201
pg9366,669,Mary Olivier: a Life,"Sinclair, May",1863,en,PR
pg9367,406,Meadow Grass: Tales of New England Life,"Brown, Alice",1857,en,PS
pg9368,251,Welsh Fairy Tales,"Griffis, William Elliot",1843,en,PZ
pg9370,448,Tiverton Tales,"Brown, Alice",1857,en,PS
pg9371,220,The Praise of Folly,"Erasmus, Desiderius",1469,en,PA
pg9372,95,Songs out of Doors,"Van Dyke, Henry",1852,en,PS
pg9373,58,Pax Vobiscum,"Drummond, Henry",1851,en,BV
pg9374,389,A Knight of the Nets,"Barr, Amelia E.",1831,en,PS
pg9376,314,The Forest,"White, Stewart Edward",1873,en,SK
pg9377,902,"London Pride, Or, When the World Was Younger","Braddon, M. E. (Mary Elizabeth)",1835,en,PR
pg9378,462,The Lone Wolf: A Melodrama,"Vance, Louis Joseph",1879,en,PS
pg9379,545,A Woman Intervenes,"Barr, Robert",1850,en,PR
pg937,366,"Poems: Patriotic, Religious, Miscellaneous","Ryan, Abram Joseph",1839,en,PS
pg9383,70,Moni the Goat-Boy,"Spyri, Johanna",1827,en,PZ
pg9385,522,The Incomplete Amorist,"Nesbit, E. (Edith)",1858,en,PR
pg9386,51,"Girls: Faults and Ideals
A Familiar Talk, with Quotations from Letters","Miller, J. R. (James Russell)",1840,en,HQ
pg9388,49,The Red Flower: Poems Written in War Time,"Van Dyke, Henry",1852,en,PS
pg9397,163,The Green Satin Gown,"Richards, Laura Elizabeth Howe",1850,en,PZ
pg9399,47,A Roman Lawyer in Jerusalem : First Century,"Story, William Wetmore",1819,en,PS
pg939,619,"The Life of Thomas Telford, Civil Engineer
With an Introductory History of Roads and Travelling in Great Britain","Smiles, Samuel",1812,en,TA
pg9401,416,The Leopard Woman,"White, Stewart Edward",1873,en,PS
pg9402,146,"Be Courteous, or, Religion, the True Refiner","Maxwell, M. H. (Mary H.)",1815,en,BV BJ
pg9403,795,The Life and Works of Friedrich Schiller,"Thomas, Calvin",1854,en,PT
pg9404,532,The Story of the Malakand Field Force: An Episode of Frontier War,"Churchill, Winston",1874,en,DS
pg9405,148,The Book of Old English Ballads,"Edwards, George Wharton",1859,en,PR
pg9407,123,The Little Colonel,"Johnston, Annie F. (Annie Fellows)",1863,en,PZ
pg9408,216,By Water to the Columbian Exposition,"Wisthaler, Johanna Sara",1868,en,F106
pg9410,520,Helen of the Old House,"Wright, Harold Bell",1872,en,PS
pg9411,350,"Legends of the Gods
The Egyptian Texts, edited with Translations","Budge, E. A. Wallis (Ernest Alfred Wallis), Sir",1857,en,BL
pg9413,565,"The Poetical Works of Alexander Pope, Volume 1","Pope, Alexander",1688,en,PR
pg9415,494,Olaf the Glorious: A Story of the Viking Age,"Leighton, Robert",1859,en,PZ
pg941,197,Just Folks,"Guest, Edgar A. (Edgar Albert)",1881,en,PS
pg943,201,Misalliance,"Shaw, Bernard",1856,en,PR
pg9440,581,The Further Adventures of Jimmie Dale,"Packard, Frank L. (Frank Lucius)",1877,en,PS
pg9441,386,Helbeck of Bannisdale — Volume I,"Ward, Humphry, Mrs.",1851,en,PR
pg9442,413,Helbeck of Bannisdale — Volume II,"Ward, Humphry, Mrs.",1851,en,PR
pg9443,73,Samantha among the Brethren — Volume 1,"Holley, Marietta",1836,en,PS
pg9444,46,Samantha among the Brethren — Volume 2,"Holley, Marietta",1836,en,PS
pg9445,81,Samantha among the Brethren — Volume 3,"Holley, Marietta",1836,en,PS
pg9446,76,Samantha among the Brethren — Volume 4,"Holley, Marietta",1836,en,PS
pg9447,68,Samantha among the Brethren — Volume 5,"Holley, Marietta",1836,en,PS
pg9448,55,Samantha among the Brethren — Volume 6,"Holley, Marietta",1836,en,PS
pg9449,125,Samantha among the Brethren — Volume 7,"Holley, Marietta",1836,en,PS
pg944,1198,The Voyage of the Beagle,"Darwin, Charles",1809,en,QH
pg9454,20,"Orchesography, or, the Art of Dancing
The Art of Dancing by Characters and Demonstrative Figures","Feuillet, Raoul-Auger",1659,en,GV
pg9456,90,Opera Stories from Wagner,"Akin, Florence",1878,en,ML
pg9457,1043,Travels in Arabia; comprehending an account of those territories in Hedjaz which the Mohammedans regard as sacred,"Burckhardt, John Lewis",1784,en,DS
pg9459,80,Indian Legends of Vancouver Island,"Carmichael, Alfred",1874,en,E011
pg9460,555,"Camps, Quarters, and Casual Places","Forbes, Archibald",1838,en,D
pg9461,693,The Foolish Lovers,"Ervine, St. John G. (St. John Greer)",1883,en,PR
pg9462,90,The Tale of Sandy Chipmunk,"Bailey, Arthur Scott",1877,en,PZ
pg9463,410,The Under Dog,"Smith, Francis Hopkinson",1838,en,PS
pg9464,243,"Bohemian San Francisco
Its restaurants and their most famous recipes—The elegant art of dining.","Edwords, Clarence E. (Clarence Edgar)",1856,en,F850.5
pg9465,37,Songs of Two,"Hardy, Arthur Sherburne",1847,en,PS
pg9468,1044,Anna St. Ives,"Holcroft, Thomas",1745,en,PR
pg9469,89,"The Call of the Twentieth Century, an Address to Young Men","Jordan, David Starr",1851,en,BJ
